1,10,15.000064160502347,,15.000064160502347,
2,20,15.000256586615109,,15.000256586615109,
3,30,15.000577112280126,,15.000577112280126,
4,40,15.001025461148089,,15.001025461148089,
5,50,15.001601247198096,,15.001601247198096,
6,60,15.002303975601478,,15.002303975601478,
7,70,15.003133043826182,,15.003133043826182,
8,80,15.004087742977248,,15.004087742977248,
9,90,15.005167259367653,,15.005167259367653,
10,100,15.006370676313281,,15.006370676313281,
1,10,19.515578255964357,,19.515578255964357,
2,20,19.515963108189908,,19.515963108189908,
3,30,19.51660415951997,,19.51660415951997,
4,40,19.517500857255897,,19.517500857255897,
5,50,19.51865242935591,,19.51865242935591,
6,60,19.52005788616262,,19.52005788616262,
7,70,19.521716022612054,,19.521716022612054,
8,80,19.523625420914158,,19.523625420914158,
9,90,19.525784453695024,,19.525784453695024,
10,100,19.52819128758628,,19.52819128758628,
1,10,22.157011302301925,,22.157011302301925,
2,20,22.15758858064021,,22.15758858064021,
3,30,22.15855015763529,,22.15855015763529,
4,40,22.159895204239177,,22.159895204239177,
5,50,22.161622562389226,,22.161622562389226,
6,60,22.163730747599317,,22.163730747599317,
7,70,22.166217952273428,,22.166217952273428,
8,80,22.169082049726597,,22.169082049726597,
9,90,22.17232059889787,,22.17232059889787,
10,100,22.175930849734783,,22.175930849734783,
1,10,24.031156511928742,,24.031156511928742,
2,20,24.031926216379787,,24.031926216379787,
3,30,24.033208319039915,,24.033208319039915,
4,40,24.035001714511793,,24.035001714511793,
5,50,24.037304858711792,,24.037304858711792,
6,60,24.040115772325294,,24.040115772325294,
7,70,24.04343204522408,,24.04343204522408,
8,80,24.047250841828344,,24.047250841828344,
9,90,24.05156890739005,,24.05156890739005,
10,100,24.056382575172535,,24.056382575172535,
1,10,25.484870867551876,,25.484870867551876,
2,20,25.485832998115683,,25.485832998115683,
3,30,25.487435626440856,,25.487435626440856,
4,40,25.489677370780726,,25.489677370780726,
5,50,25.49255630103076,,25.49255630103076,
6,60,25.49606994304756,,25.49606994304756,
7,70,25.50021528417105,,25.50021528417105,
8,80,25.50498877992638,,25.50498877992638,
9,90,25.510386361878545,,25.510386361878545,
10,100,25.516403446606688,,25.516403446606688,
1,10,26.6726537187686,,26.6726537187686,
2,20,26.67380827544514,,26.67380827544514,
3,30,26.67573142943536,,26.67573142943536,
4,40,26.67842152264319,,26.67842152264319,
5,50,26.681876238943204,,26.681876238943204,
6,60,26.686092609363385,,26.686092609363385,
7,70,26.691067018711607,,26.691067018711607,
8,80,26.696795213617975,,26.696795213617975,
9,90,26.703272311960518,,26.703272311960518,
10,100,26.71049281363429,,26.71049281363429,
1,10,27.676919723730094,,27.676919723730094,
2,20,27.67826670651945,,27.67826670651945,
3,30,27.68051038617469,,27.68051038617469,
4,40,27.683648828250483,,27.683648828250483,
5,50,27.687679330600503,,27.687679330600503,
6,60,27.692598429424066,,27.692598429424066,
7,70,27.698401906996935,,27.698401906996935,
8,80,27.705084801054397,,27.705084801054397,
9,90,27.712641415787374,,27.712641415787374,
10,100,27.721065334406774,,27.721065334406774,
1,10,28.546863088897766,,28.546863088897766,
2,20,28.5484024977998,,28.5484024977998,
3,30,28.550966703120082,,28.550966703120082,
4,40,28.55455349406384,,28.55455349406384,
5,50,28.559159782463865,,28.559159782463865,
6,60,28.564781609690783,,28.564781609690783,
7,70,28.571414155488412,,28.571414155488412,
8,80,28.579051748696912,,28.579051748696912,
9,90,28.587687879820322,,28.587687879820322,
10,100,28.59731521538538,,28.59731521538538,
1,10,29.314215086110806,,29.314215086110806,
2,20,29.31594692112563,,29.31594692112563,
3,30,29.3188316521109,,29.3188316521109,
4,40,29.32286679192265,,29.32286679192265,
5,50,29.328048866372683,,29.328048866372683,
6,60,29.33437342200301,,29.33437342200301,
7,70,29.341835036025316,,29.341835036025316,
8,80,29.350427328384853,,29.350427328384853,
9,90,29.360142975898725,,29.360142975898725,
10,100,29.370973728409382,,29.370973728409382,
1,10,30.000641605023247,,30.000641605023247,
2,20,30.00256586615083,,30.00256586615083,
3,30,30.00577112280112,,30.00577112280112,
4,40,30.010254611480832,,30.010254611480832,
5,50,30.016012471980872,,30.016012471980872,
6,60,30.023039756014555,,30.023039756014555,
7,70,30.03133043826159,,30.03133043826159,
8,80,30.040877429772223,,30.040877429772223,
9,90,30.051672593676443,,30.051672593676443,
10,100,30.06370676313273,,30.06370676313273,
